id,categoria,familia,especie,nombre_comun,genero,specific_epithet,tag,infraespecie,forma,scientific_name,author
108,VULNERABLE (Vu),ORCHIDACEAE,Lycaste longiscapa Masters,lengüitas,Lycaste,longiscapa,NA,NA,NA,Lycaste longiscapa,Masters
109,VULNERABLE (Vu),ORCHIDACEAE,Lycaste macrophylla (Poeppig & Endlicher) Lindley,lengüitas,Lycaste,macrophylla,NA,NA,NA,Lycaste macrophylla,(Poeppig & Endlicher) Lindley
110,VULNERABLE (Vu),ORCHIDACEAE,Lycaste mathiasiae Kennedy,NA,Lycaste,mathiasiae,NA,NA,NA,Lycaste mathiasiae,Kennedy
111,VULNERABLE (Vu),ORCHIDACEAE,Lycaste mezae D.E.Benn. & Oakeley,lengüitas,Lycaste,mezae,NA,NA,NA,Lycaste mezae,D.E.Benn. & Oakeley
112,VULNERABLE (Vu),ORCHIDACEAE,Lycaste reichenbachii Gireoud ex Reichenbach,lengüitas,Lycaste,reichenbachii,NA,NA,NA,Lycaste reichenbachii,Gireoud ex Reichenbach
113,VULNERABLE (Vu),ORCHIDACEAE,Lycomormium elatum C Schweinfurth,NA,Lycomormium,elatum,NA,NA,NA,Lycomormium elatum,C Schweinfurth
114,VULNERABLE (Vu),ORCHIDACEAE,Lycomormium squalidum (Poeppig & Endlicher) Reichenbach f.,NA,Lycomormium,squalidum,NA,NA,NA,Lycomormium squalidum,(Poeppig & Endlicher) Reichenbach f.
115,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia amabilis Reichenbach f. & Warscewicz,NA,Masdevallia,amabilis,NA,NA,NA,Masdevallia amabilis,Reichenbach f. & Warscewicz
116,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia amaluzae Luer & Malo,NA,Masdevallia,amaluzae,NA,NA,NA,Masdevallia amaluzae,Luer & Malo
117,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia andreettaeana Luer,NA,Masdevallia,andreettaeana,NA,NA,NA,Masdevallia andreettaeana,Luer
118,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia ariasii Luer,copitas,Masdevallia,ariasii,NA,NA,NA,Masdevallia ariasii,Luer
119,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia atahualpa Luer,NA,Masdevallia,atahualpa,NA,NA,NA,Masdevallia atahualpa,Luer
120,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia auropurpurea Reichenbach f. & Warscewicz,NA,Masdevallia,auropurpurea,NA,NA,NA,Masdevallia auropurpurea,Reichenbach f. & Warscewicz
121,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia barlaeana Reichenbach f.,NA,Masdevallia,barlaeana,NA,NA,NA,Masdevallia barlaeana,Reichenbach f.
122,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia catapheres W. Königer,NA,Masdevallia,catapheres,NA,NA,NA,Masdevallia catapheres,W. Königer
123,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia cranion Luer,NA,Masdevallia,cranion,NA,NA,NA,Masdevallia cranion,Luer
124,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia cyclotega W. Königer,NA,Masdevallia,cyclotega,NA,NA,NA,Masdevallia cyclotega,W. Königer
125,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia davisii Reichenbach f.,NA,Masdevallia,davisii,NA,NA,NA,Masdevallia davisii,Reichenbach f.
126,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia decumana W. Königer,copitas,Masdevallia,decumana,NA,NA,NA,Masdevallia decumana,W. Königer
127,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia eumeliae Luer,NA,Masdevallia,eumeliae,NA,NA,NA,Masdevallia eumeliae,Luer
128,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia grandiflora C. Schweinfurth,NA,Masdevallia,grandiflora,NA,NA,NA,Masdevallia grandiflora,C. Schweinfurth
129,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia harlequina Luer,NA,Masdevallia,harlequina,NA,NA,NA,Masdevallia harlequina,Luer
130,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia icterina Koeniger,NA,Masdevallia,icterina,NA,NA,NA,Masdevallia icterina,Koeniger
131,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia instar Luer & Andreetta,NA,Masdevallia,instar,NA,NA,NA,Masdevallia instar,Luer & Andreetta
132,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia maculata Klotzsch & Karsten,NA,Masdevallia,maculata,NA,NA,NA,Masdevallia maculata,Klotzsch & Karsten
133,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia manchinazae Luer & Andreetta,NA,Masdevallia,manchinazae,NA,NA,NA,Masdevallia manchinazae,Luer & Andreetta
134,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia marizae Luer & Rolando,NA,Masdevallia,marizae,NA,NA,NA,Masdevallia marizae,Luer & Rolando
135,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia mezae Luer,copitas,Masdevallia,mezae,NA,NA,NA,Masdevallia mezae,Luer
136,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia murex Luer,NA,Masdevallia,murex,NA,NA,NA,Masdevallia murex,Luer
137,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia prodigiosa W. Königer,copitas,Masdevallia,prodigiosa,NA,NA,NA,Masdevallia prodigiosa,W. Königer
138,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia replicata W. Königer,NA,Masdevallia,replicata,NA,NA,NA,Masdevallia replicata,W. Königer
139,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia rodolfoi (Braas) Luer,NA,Masdevallia,rodolfoi,NA,NA,NA,Masdevallia rodolfoi,(Braas) Luer
140,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia schroederiana Sander,NA,Masdevallia,schroederiana,NA,NA,NA,Masdevallia schroederiana,Sander
141,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia setacea Luer & Malo,NA,Masdevallia,setacea,NA,NA,NA,Masdevallia setacea,Luer & Malo
142,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia strobelii H.R.Sweet & Garay,NA,Masdevallia,strobelii,NA,NA,NA,Masdevallia strobelii,H.R.Sweet & Garay
143,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia stumpflei Braas,NA,Masdevallia,stumpflei,NA,NA,NA,Masdevallia stumpflei,Braas
144,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia veitchiana Reichenbach f.,waqanqui,Masdevallia,veitchiana,NA,NA,NA,Masdevallia veitchiana,Reichenbach f.
145,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia weberbaueri Schltr,copitas,Masdevallia,weberbaueri,NA,NA,NA,Masdevallia weberbaueri,Schltr
146,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia welischii Luer,NA,Masdevallia,welischii,NA,NA,NA,Masdevallia welischii,Luer
147,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia wurdackii C. Schweinfurth,copitas,Masdevallia,wurdackii,NA,NA,NA,Masdevallia wurdackii,C. Schweinfurth
148,VULNERABLE (Vu),ORCHIDACEAE,Masdevallia xanthina Reichenbach f.,NA,Masdevallia,xanthina,NA,NA,NA,Masdevallia xanthina,Reichenbach f.
149,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria callichroma Rolfe,estrellas,Maxillaria,callichroma,NA,NA,NA,Maxillaria callichroma,Rolfe
150,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria desvauxiana Reichenbach f.,estrellas,Maxillaria,desvauxiana,NA,NA,NA,Maxillaria desvauxiana,Reichenbach f.
151,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria dillonii D.E.Benn. & Christenson,NA,Maxillaria,dillonii,NA,NA,NA,Maxillaria dillonii,D.E.Benn. & Christenson
152,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria fletcheriana Rolfe,NA,Maxillaria,fletcheriana,NA,NA,NA,Maxillaria fletcheriana,Rolfe
153,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria haemathodes (R. & P.) Garay,NA,Maxillaria,haemathodes,NA,NA,NA,Maxillaria haemathodes,(R. & P.) Garay
154,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria lepidota Lindley,estrellas,Maxillaria,lepidota,NA,NA,NA,Maxillaria lepidota,Lindley
155,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria pyhalae D.E.Benn. & Christenson,NA,Maxillaria,pyhalae,NA,NA,NA,Maxillaria pyhalae,D.E.Benn. & Christenson
156,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria rotumdilabia C. Schweinfurth,NA,Maxillaria,rotumdilabia,NA,NA,NA,Maxillaria rotumdilabia,C. Schweinfurth
157,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria sanderiana Reichenbach f. ex Sander,estrellas,Maxillaria,sanderiana,NA,NA,NA,Maxillaria sanderiana,Reichenbach f. ex Sander
158,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria scandens D.E.Benn. & Christenson,NA,Maxillaria,scandens,NA,NA,NA,Maxillaria scandens,D.E.Benn. & Christenson
159,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria setigera Lindl,estrellas,Maxillaria,setigera,NA,NA,NA,Maxillaria setigera,Lindl
160,VULNERABLE (Vu),ORCHIDACEAE,Maxillaria tuerosii D. E. Benn. & Christenson,NA,Maxillaria,tuerosii,NA,NA,NA,Maxillaria tuerosii,D. E. Benn. & Christenson
161,VULNERABLE (Vu),ORCHIDACEAE,Miltoniopsis bismarkii Dodson & Bennett,angelitos,Miltoniopsis,bismarkii,NA,NA,NA,Miltoniopsis bismarkii,Dodson & Bennett
162,VULNERABLE (Vu),ORCHIDACEAE,Mormodes revolutum Rolfe,arañas,Mormodes,revolutum,NA,NA,NA,Mormodes revolutum,Rolfe
163,VULNERABLE (Vu),ORCHIDACEAE,Mormodes rolfeanum Rolfe,arañas,Mormodes,rolfeanum,NA,NA,NA,Mormodes rolfeanum,Rolfe
164,VULNERABLE (Vu),ORCHIDACEAE,Mormodes warszewiczii Klotzsch,arañas,Mormodes,warszewiczii,NA,NA,NA,Mormodes warszewiczii,Klotzsch
165,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum cristatum Lindley,NA,Odontoglossum,cristatum,NA,NA,NA,Odontoglossum cristatum,Lindley
166,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum digitatum C. Schweinfurth,NA,Odontoglossum,digitatum,NA,NA,NA,Odontoglossum digitatum,C. Schweinfurth
167,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum machupicchuense D.E.Benn. & Christenson,NA,Odontoglossum,machupicchuense,NA,NA,NA,Odontoglossum machupicchuense,D.E.Benn. & Christenson
168,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum praestans Reichenbach f. & Warscewicz,angelitos,Odontoglossum,praestans,NA,NA,NA,Odontoglossum praestans,Reichenbach f. & Warscewicz
169,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum ringens Reichenbach f.,NA,Odontoglossum,ringens,NA,NA,NA,Odontoglossum ringens,Reichenbach f.
170,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum tetraplasium Reichenbach f.,NA,Odontoglossum,tetraplasium,NA,NA,NA,Odontoglossum tetraplasium,Reichenbach f.
171,VULNERABLE (Vu),ORCHIDACEAE,Odontoglossum wyattianum G. Wilson,angelitos,Odontoglossum,wyattianum,NA,NA,NA,Odontoglossum wyattianum,G. Wilson
172,VULNERABLE (Vu),ORCHIDACEAE,Oncidium excavatum Lindley,NA,Oncidium,excavatum,NA,NA,NA,Oncidium excavatum,Lindley
173,VULNERABLE (Vu),ORCHIDACEAE,Oncidium fuscatum Reichenbach f.,angelitos,Oncidium,fuscatum,NA,NA,NA,Oncidium fuscatum,Reichenbach f.
174,VULNERABLE (Vu),ORCHIDACEAE,Oncidium ionodon Reichenbach f.,NA,Oncidium,ionodon,NA,NA,NA,Oncidium ionodon,Reichenbach f.
175,VULNERABLE (Vu),ORCHIDACEAE,Oncidium macranthum Lindley,angelitos,Oncidium,macranthum,NA,NA,NA,Oncidium macranthum,Lindley
176,VULNERABLE (Vu),ORCHIDACEAE,Oncidium nanum Lindley,orejas de burro,Oncidium,nanum,NA,NA,NA,Oncidium nanum,Lindley
177,VULNERABLE (Vu),ORCHIDACEAE,Oncidium serratum Lindley,NA,Oncidium,serratum,NA,NA,NA,Oncidium serratum,Lindley
178,VULNERABLE (Vu),ORCHIDACEAE,Oncidium sprucei Lindley,angelitos,Oncidium,sprucei,NA,NA,NA,Oncidium sprucei,Lindley
179,VULNERABLE (Vu),ORCHIDACEAE,Oncidium stacyi Garay,NA,Oncidium,stacyi,NA,NA,NA,Oncidium stacyi,Garay
180,VULNERABLE (Vu),ORCHIDACEAE,Oncidium trilobum (Schlechter) Garay & Stacy,NA,Oncidium,trilobum,NA,NA,NA,Oncidium trilobum,(Schlechter) Garay & Stacy
181,VULNERABLE (Vu),ORCHIDACEAE,Otoglossum brevifolium (Lindley) Garay & Dunsterville,NA,Otoglossum,brevifolium,NA,NA,NA,Otoglossum brevifolium,(Lindley) Garay & Dunsterville
182,VULNERABLE (Vu),ORCHIDACEAE,Otoglossum weberbauerianum (Kraenzlin) Garay & Dunsterville,NA,Otoglossum,weberbauerianum,NA,NA,NA,Otoglossum weberbauerianum,(Kraenzlin) Garay & Dunsterville
183,VULNERABLE (Vu),ORCHIDACEAE,Paphinia cristata (Lindl.) Lindl.,NA,Paphinia,cristata,NA,NA,NA,Paphinia cristata,(Lindl.) Lindl.
184,VULNERABLE (Vu),ORCHIDACEAE,Paphinia neudeckeri Jenny,NA,Paphinia,neudeckeri,NA,NA,NA,Paphinia neudeckeri,Jenny
185,VULNERABLE (Vu),ORCHIDACEAE,Peristeria guttata Knowles & Westcott,NA,Peristeria,guttata,NA,NA,NA,Peristeria guttata,Knowles & Westcott
186,VULNERABLE (Vu),ORCHIDACEAE,Pleurothallis pristis F. Lehm. & Kraenzl.,NA,Pleurothallis,pristis,NA,NA,NA,Pleurothallis pristis,F. Lehm. & Kraenzl.
187,VULNERABLE (Vu),ORCHIDACEAE,Ponthieva mandonii Reichenbach f.,NA,Ponthieva,mandonii,NA,NA,NA,Ponthieva mandonii,Reichenbach f.
188,VULNERABLE (Vu),ORCHIDACEAE,Prosthechea cyperifolia,cebollita,Prosthechea,cyperifolia,NA,NA,NA,Prosthechea cyperifolia,NA
189,VULNERABLE (Vu),ORCHIDACEAE,Prosthechea fusca (Schlt.) D.E.Benn. & Christenson,NA,Prosthechea,fusca,NA,NA,NA,Prosthechea fusca,(Schlt.) D.E.Benn. & Christenson
190,VULNERABLE (Vu),ORCHIDACEAE,Psychopsis versteegianum (Pulle) Lückel & Braem,mariposa,Psychopsis,versteegianum,NA,NA,NA,Psychopsis versteegianum,(Pulle) Lückel & Braem
191,VULNERABLE (Vu),ORCHIDACEAE,Restrepia maculata Lindley,NA,Restrepia,maculata,NA,NA,NA,Restrepia maculata,Lindley
192,VULNERABLE (Vu),ORCHIDACEAE,Rodriguezia batemanii Poeppig & Endlicher,madrigueras,Rodriguezia,batemanii,NA,NA,NA,Rodriguezia batemanii,Poeppig & Endlicher
193,VULNERABLE (Vu),ORCHIDACEAE,Rodriguezia bockii D. Benn. & Christenson,NA,Rodriguezia,bockii,NA,NA,NA,Rodriguezia bockii,D. Benn. & Christenson
194,VULNERABLE (Vu),ORCHIDACEAE,Rodriguezia caloplectron Rchb. f.,NA,Rodriguezia,caloplectron,NA,NA,NA,Rodriguezia caloplectron,Rchb. f.
195,VULNERABLE (Vu),ORCHIDACEAE,Rodriguezia delcastilloi D. Benn. & Christenson,NA,Rodriguezia,delcastilloi,NA,NA,NA,Rodriguezia delcastilloi,D. Benn. & Christenson
196,VULNERABLE (Vu),ORCHIDACEAE,Rodriguezia satipoana Dodson & Bennett,NA,Rodriguezia,satipoana,NA,NA,NA,Rodriguezia satipoana,Dodson & Bennett
197,VULNERABLE (Vu),ORCHIDACEAE,Sobralia virginalis Peeters & Cogn,NA,Sobralia,virginalis,NA,NA,NA,Sobralia virginalis,Peeters & Cogn
198,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea anfracta Rolfe,NA,Stanhopea,anfracta,NA,NA,NA,Stanhopea anfracta,Rolfe
199,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea candida Barbosa Rodrigues,torosisa,Stanhopea,candida,NA,NA,NA,Stanhopea candida,Barbosa Rodrigues
200,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea deltoidea Lemaire,NA,Stanhopea,deltoidea,NA,NA,NA,Stanhopea deltoidea,Lemaire
201,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea florida Reichenbach f.,NA,Stanhopea,florida,NA,NA,NA,Stanhopea florida,Reichenbach f.
202,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea haselowiana Reichenbach f.,torosisa,Stanhopea,haselowiana,NA,NA,NA,Stanhopea haselowiana,Reichenbach f.
203,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea jenishiana Kramer ex Reichenbach f.,NA,Stanhopea,jenishiana,NA,NA,NA,Stanhopea jenishiana,Kramer ex Reichenbach f.
204,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea nigripes Rolfe,torosisa,Stanhopea,nigripes,NA,NA,NA,Stanhopea nigripes,Rolfe
205,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea peruviana Rolfe,NA,Stanhopea,peruviana,NA,NA,NA,Stanhopea peruviana,Rolfe
206,VULNERABLE (Vu),ORCHIDACEAE,Stanhopea wardii Loddiges ex Lindley,NA,Stanhopea,wardii,NA,NA,NA,Stanhopea wardii,Loddiges ex Lindley
207,VULNERABLE (Vu),ORCHIDACEAE,Stenia calceolaris (Garay) Dodson & Bennett,NA,Stenia,calceolaris,NA,NA,NA,Stenia calceolaris,(Garay) Dodson & Bennett
208,VULNERABLE (Vu),ORCHIDACEAE,Stenia guttata Reichenbach f.,NA,Stenia,guttata,NA,NA,NA,Stenia guttata,Reichenbach f.
209,VULNERABLE (Vu),ORCHIDACEAE,Stenia lillianae Jenny ex D.E.Benn. & Christenson,NA,Stenia,lillianae,NA,NA,NA,Stenia lillianae,Jenny ex D.E.Benn. & Christenson
210,VULNERABLE (Vu),ORCHIDACEAE,Telipogon collantesii D.E.Benn. & Christenson,NA,Telipogon,collantesii,NA,NA,NA,Telipogon collantesii,D.E.Benn. & Christenson
211,VULNERABLE (Vu),ORCHIDACEAE,Telipogon papilio Reichenbach f.,NA,Telipogon,papilio,NA,NA,NA,Telipogon papilio,Reichenbach f.
212,VULNERABLE (Vu),ORCHIDACEAE,Telipogon tesselatus Lindley,NA,Telipogon,tesselatus,NA,NA,NA,Telipogon tesselatus,Lindley
213,VULNERABLE (Vu),ORCHIDACEAE,Trichocentrum pulchrum Poeppig & Endlicher,lengüitas,Trichocentrum,pulchrum,NA,NA,NA,Trichocentrum pulchrum,Poeppig & Endlicher
214,VULNERABLE (Vu),ORCHIDACEAE,Trichocentrum tigrinum Linden & Reicehnbach f.,lengüitas,Trichocentrum,tigrinum,NA,NA,NA,Trichocentrum tigrinum,Linden & Reicehnbach f.
215,VULNERABLE (Vu),ORCHIDACEAE,Trichoceros platyceros Reichenbach f.,abejita,Trichoceros,platyceros,NA,NA,NA,Trichoceros platyceros,Reichenbach f.
216,VULNERABLE (Vu),ORCHIDACEAE,Trichopilia fragans Lindley,jaboncillo,Trichopilia,fragans,NA,NA,NA,Trichopilia fragans,Lindley
217,VULNERABLE (Vu),ORCHIDACEAE,Trichopilia gracilis C. Schweinfurth,NA,Trichopilia,gracilis,NA,NA,NA,Trichopilia gracilis,C. Schweinfurth
218,VULNERABLE (Vu),ORCHIDACEAE,Trichopilia juninense C. Schweinfurth,jaboncillo,Trichopilia,juninense,NA,NA,NA,Trichopilia juninense,C. Schweinfurth
219,VULNERABLE (Vu),ORCHIDACEAE,Zygopetalum intermedium Loddiges ex Lindley,NA,Zygopetalum,intermedium,NA,NA,NA,Zygopetalum intermedium,Loddiges ex Lindley
220,VULNERABLE (Vu),ORCHIDACEAE,Zygopetalum labiosum (Rich.) L.O. Williams,NA,Zygopetalum,labiosum,NA,NA,NA,Zygopetalum labiosum,(Rich.) L.O. Williams
1,CASI AMENAZADO (NT),ORCHIDACEAE,Bletia mandonii Schlecter,NA,Bletia,mandonii,NA,NA,NA,Bletia mandonii,Schlecter
2,CASI AMENAZADO (NT),ORCHIDACEAE,Brassia koehlerorum Schltr.,NA,Brassia,koehlerorum,NA,NA,NA,Brassia koehlerorum,Schltr.
3,CASI AMENAZADO (NT),ORCHIDACEAE,Brassia thyrsodes Reichenbach f.,NA,Brassia,thyrsodes,NA,NA,NA,Brassia thyrsodes,Reichenbach f.
4,CASI AMENAZADO (NT),ORCHIDACEAE,Bulbophyllum meridense Reichenbach f.,NA,Bulbophyllum,meridense,NA,NA,NA,Bulbophyllum meridense,Reichenbach f.
5,CASI AMENAZADO (NT),ORCHIDACEAE,Catasetum tuberculatum Dodson,NA,Catasetum,tuberculatum,NA,NA,NA,Catasetum tuberculatum,Dodson
6,CASI AMENAZADO (NT),ORCHIDACEAE,Chaubardia surinamensis Reichenbach f.,NA,Chaubardia,surinamensis,NA,NA,NA,Chaubardia surinamensis,Reichenbach f.
7,CASI AMENAZADO (NT),ORCHIDACEAE,Cycnoches quatuorcristis D.Bennett,NA,Cycnoches,quatuorcristis,NA,NA,NA,Cycnoches quatuorcristis,D.Bennett
8,CASI AMENAZADO (NT),ORCHIDACEAE,Cyrtopodium cristatum Lindley,NA,Cyrtopodium,cristatum,NA,NA,NA,Cyrtopodium cristatum,Lindley
9,CASI AMENAZADO (NT),ORCHIDACEAE,Draconanthes aberrans (Schltr.) Luer,NA,Draconanthes,aberrans,NA,NA,NA,Draconanthes aberrans,(Schltr.) Luer
10,CASI AMENAZADO (NT),ORCHIDACEAE,Dryadella simula (Reichenbach f.) Luer,NA,Dryadella,simula,NA,NA,NA,Dryadella simula,(Reichenbach f.) Luer
11,CASI AMENAZADO (NT),ORCHIDACEAE,Encyclia randii (Barb.Rodr.) Porto & Brade,NA,Encyclia,randii,NA,NA,NA,Encyclia randii,(Barb.Rodr.) Porto & Brade
12,CASI AMENAZADO (NT),ORCHIDACEAE,Epidendrum ciliare L.,sachagolondrina,Epidendrum,ciliare,NA,NA,NA,Epidendrum ciliare,L.
13,CASI AMENAZADO (NT),ORCHIDACEAE,Galeandra stangeana Reichb.F.,NA,Galeandra,stangeana,NA,NA,NA,Galeandra stangeana,Reichb.F.
14,CASI AMENAZADO (NT),ORCHIDACEAE,Gongora gracilis Jenny,NA,Gongora,gracilis,NA,NA,NA,Gongora gracilis,Jenny
15,CASI AMENAZADO (NT),ORCHIDACEAE,Gongora nigropunctata Schltr.,NA,Gongora,nigropunctata,NA,NA,NA,Gongora nigropunctata,Schltr.
16,CASI AMENAZADO (NT),ORCHIDACEAE,Gongora scaphephorus Reichenbach f. & Warscewicz,avispa,Gongora,scaphephorus,NA,NA,NA,Gongora scaphephorus,Reichenbach f. & Warscewicz
17,CASI AMENAZADO (NT),ORCHIDACEAE,Habenaria sartor Lindley,NA,Habenaria,sartor,NA,NA,NA,Habenaria sartor,Lindley
18,CASI AMENAZADO (NT),ORCHIDACEAE,Helcia sanguinolenta Lindley,NA,Helcia,sanguinolenta,NA,NA,NA,Helcia sanguinolenta,Lindley
19,CASI AMENAZADO (NT),ORCHIDACEAE,Hexisea imbricata (Lindley) Reichenbach f.,NA,Hexisea,imbricata,NA,NA,NA,Hexisea imbricata,(Lindley) Reichenbach f.
20,CASI AMENAZADO (NT),ORCHIDACEAE,Kefersteinia pusilla (C. Schweinf.) C. Schweinf.,NA,Kefersteinia,pusilla,NA,NA,NA,Kefersteinia pusilla,(C. Schweinf.) C. Schweinf.
21,CASI AMENAZADO (NT),ORCHIDACEAE,Lepanthes minutipetala C. Schweinfurth,NA,Lepanthes,minutipetala,NA,NA,NA,Lepanthes minutipetala,C. Schweinfurth
22,CASI AMENAZADO (NT),ORCHIDACEAE,Masdevallia agaster Luer,NA,Masdevallia,agaster,NA,NA,NA,Masdevallia agaster,Luer
23,CASI AMENAZADO (NT),ORCHIDACEAE,Myrosmodes nubigenum Reichenbach f.,NA,Myrosmodes,nubigenum,NA,NA,NA,Myrosmodes nubigenum,Reichenbach f.
24,CASI AMENAZADO (NT),ORCHIDACEAE,Myrosmodes paludosum (Reichenbach f.) Garay,NA,Myrosmodes,paludosum,NA,NA,NA,Myrosmodes paludosum,(Reichenbach f.) Garay
25,CASI AMENAZADO (NT),ORCHIDACEAE,Phragmipedium boissierianum (Rchb. F.)Rolfe,zapatito del rey,Phragmipedium,boissierianum,NA,NA,NA,Phragmipedium boissierianum,(Rchb. F.)Rolfe
26,CASI AMENAZADO (NT),ORCHIDACEAE,Phragmipedium caricinum (Lindl. & Paxton) Rolfe,zapatito del niño,Phragmipedium,caricinum,NA,NA,NA,Phragmipedium caricinum,(Lindl. & Paxton) Rolfe
27,CASI AMENAZADO (NT),ORCHIDACEAE,Phragmipedium pearcei (Rchb. f.) Rauh & Senghas,zapatito del bebé,Phragmipedium,pearcei,NA,NA,NA,Phragmipedium pearcei,(Rchb. f.) Rauh & Senghas
28,CASI AMENAZADO (NT),ORCHIDACEAE,Phragmipedium reticulatum (Rchb. F.) Garay,NA,Phragmipedium,reticulatum,NA,NA,NA,Phragmipedium reticulatum,(Rchb. F.) Garay
29,CASI AMENAZADO (NT),ORCHIDACEAE,Rudolfiella saxicola (Schlecter) Hoehne,NA,Rudolfiella,saxicola,NA,NA,NA,Rudolfiella saxicola,(Schlecter) Hoehne
30,CASI AMENAZADO (NT),ORCHIDACEAE,Sobralia weberbaueriana Kraenzlin,NA,Sobralia,weberbaueriana,NA,NA,NA,Sobralia weberbaueriana,Kraenzlin
31,CASI AMENAZADO (NT),ORCHIDACEAE,Telipogon vargasii C. Schweinfurth,NA,Telipogon,vargasii,NA,NA,NA,Telipogon vargasii,C. Schweinfurth
1,EN PELIGRO CRITICO (CR),CACTACEAE,Cleistocactus clavispinus (Rauh & Backeberg) Ostolaza,NA,Cleistocactus,clavispinus,NA,NA,NA,Cleistocactus clavispinus,(Rauh & Backeberg) Ostolaza
2,EN PELIGRO CRITICO (CR),CACTACEAE,Cleistocactus hystrix (Rauh & Backeberg) Ostolaza,NA,Cleistocactus,hystrix,NA,NA,NA,Cleistocactus hystrix,(Rauh & Backeberg) Ostolaza
3,EN PELIGRO CRITICO (CR),CACTACEAE,Cleistocactus xylorhizus (Ritter) Ostolaza,NA,Cleistocactus,xylorhizus,NA,NA,NA,Cleistocactus xylorhizus,(Ritter) Ostolaza
4,EN PELIGRO CRITICO (CR),CACTACEAE,Corryocactus megarhizus Ritter,NA,Corryocactus,megarhizus,NA,NA,NA,Corryocactus megarhizus,Ritter
5,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus acranthus subsp. olowinskianus forma clavispinus (Rauh & Backeberg) Ostolaza,NA,Haageocereus,acranthus,subsp.,olowinskianus,clavispinus,Haageocereus acranthus subsp. olowinskianus forma clavispinus,(Rauh & Backeberg) Ostolaza
6,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus acranthus subsp. olowinskianus forma repandus (Rauh & Backeberg) Ostolaza,NA,Haageocereus,acranthus,subsp.,olowinskianus,repandus,Haageocereus acranthus subsp. olowinskianus forma repandus,(Rauh & Backeberg) Ostolaza
7,EN PELIGRO CRITICO (CR),CACTACEAE,Haageocereus acranthus subsp. olowinskianus forma rubriflorior (Rauh & Backeberg) Ostolaza,NA,Haageocereus,acranthus,subsp.,olowinskianus,rubriflorior,Haageocereus acranthus subsp. olowinskianus forma rubriflorior,(Rauh & Backeberg) Ostolaza
